user_lat,user_lon,sat_lat,sat_lon,sat_altitude,channel_gain,sinr,bandwidth,power,delay,packet_loss
82.2019120080549,-23.00069062553365,-22.6636828510143,-135.2779657498862,596.5814869872277,0.4549206565736794,12.599385848530119,16.728058020979276,0.7619895413670201,52.157146154263074,0.05959528781553272
35.81100333585236,-138.97705849634232,-31.70690723229297,61.31721131394002,760.9040598305464,0.2971115013237632,4.370827072024902,67.82682901255436,0.22514915563251703,89.92982007086081,0.09892645409924661
-32.73326320927994,39.2803675200731,-12.6056949173026,20.67616895791386,994.1502139265684,0.2301151142013037,6.362332704563668,26.886264923301912,0.9115605636882246,96.20100260167179,0.04446089978629114
36.46673795884625,11.92052731925645,11.013036643027462,-165.15069869799865,1031.9081122372932,0.48852388792286583,28.059956427596845,41.320143080449924,0.5195525053291996,92.07792852688455,0.024073747515222024
38.95899974447707,-58.535221863701395,19.195287412198795,-161.22341488306296,1198.4607971627604,0.8269440670451893,19.301957870053023,11.909180049949514,0.773314289695428,35.620159403520375,0.08788926391048633
25.949211372728797,76.50007937845703,38.21398026270663,-79.35575824398876,507.63853778431184,0.9984963050933252,28.044728542810674,42.73458171586627,0.8178493839514427,57.468016909689794,0.08070419249325064
27.604766478588942,-104.19058782654679,66.85773492175198,43.89501523471546,677.2118024075096,0.7131359491419784,21.71550705489467,61.62131290200914,0.874601944338669,16.100905417330026,0.0988550429422837
52.7572065313428,-168.67208171528947,-54.69141715584639,-0.43686335672916243,644.3371269745692,0.053264678031876955,17.6973527385939,84.82237919137559,0.70229434847657,174.69416551929277,0.04644325068703136
15.440307928138338,-38.92043334011623,-75.4112512405681,61.5441855250765,1089.4453409146258,0.7218206323420834,3.3007960203035394,58.740994619634535,0.4312071334122588,170.25815343855925,0.08452207394520284
-22.743937237268568,179.733591060506,44.849918769682034,-169.0156802689334,987.96091878495,0.2648804112173444,10.822602694201736,93.97453560010774,0.996370718784021,92.21590364787649,0.0793327197478937
-6.4615813974047,30.373690091902887,-20.328437475390274,2.844783106028558,1060.709561936942,0.16301975488320963,3.6204647902238865,54.012361084874385,0.6168713279499836,181.80496377329266,0.041806279490584755
-66.7768422797777,147.14545129047036,60.13826876318825,67.66794617663507,847.8960943852694,0.8010571802031319,17.75725100557103,93.5331690609175,0.857670290103412,125.72654559956526,0.04359296862025961
49.34920626570994,-153.37195308030994,-73.27479973625536,55.46005494687802,989.7445704956438,0.35314343386386093,12.46682804131773,34.36983950032436,0.3407614571544043,162.37757351677348,0.021022977729241013
5.003423684048187,-18.805912177795022,82.59743559919005,-47.25436896169697,1100.9707640820052,0.1823833758565948,0.5434587285258918,62.60789940804778,0.19425359685791396,119.06362350321496,0.021068816497815557
-7.146267037310494,-60.30476589393314,10.976647059717067,-82.16136970312503,1033.5288054101802,0.7354605409873086,3.6511666202191027,10.09549413628185,0.34552318801187765,127.24222937645412,0.05772650695794515
